"timestamp","sky","ground","delta"
"2022-01-29 11:30:44.078406",-24.0,3.0,27.0
"2022-01-29 11:30:47.918478",-24.0,3.0,27.0
"2022-01-29 11:30:51.758398",-24.0,3.0,27.0
"2022-01-29 11:30:55.598619",-25.0,3.0,28.0
"2022-01-29 11:30:59.438477",-24.0,3.0,27.0
"2022-01-29 11:31:03.278502",-24.0,3.0,27.0
"2022-01-29 11:31:07.198399",-24.0,3.0,27.0
"2022-01-29 11:31:11.038483",-24.0,3.0,27.0
"2022-01-29 11:31:14.958424",-24.0,3.0,27.0
"2022-01-29 11:31:18.798412",-23.0,3.0,26.0
"2022-01-29 11:31:22.718401",-23.0,3.0,26.0
"2022-01-29 11:31:26.558479",-22.0,3.0,25.0
"2022-01-29 11:31:30.398406",-21.0,3.0,24.0
"2022-01-29 11:31:34.318427",-21.0,3.0,24.0
"2022-01-29 11:31:38.239022",-21.0,3.0,24.0
"2022-01-29 11:31:42.078402",-21.0,3.0,24.0
"2022-01-29 11:31:45.918410",-21.0,3.0,24.0
"2022-01-29 11:31:49.758409",-21.0,3.0,24.0
"2022-01-29 11:31:53.598262",-21.0,3.0,24.0
"2022-01-29 11:31:57.438405",-21.0,3.0,24.0
"2022-01-29 11:32:01.358499",-21.0,3.0,24.0
"2022-01-29 11:32:05.278405",-21.0,3.0,24.0
"2022-01-29 11:32:09.117781",-20.0,3.0,23.0
"2022-01-29 11:32:12.958422",-20.0,3.0,23.0
"2022-01-29 11:32:16.798415",-20.0,3.0,23.0
"2022-01-29 11:32:20.638159",-20.0,3.0,23.0
"2022-01-29 11:32:24.477780",-20.0,3.0,23.0
"2022-01-29 11:32:28.318400",-20.0,3.0,23.0
"2022-01-29 11:32:32.158404",-20.0,3.0,23.0
"2022-01-29 11:32:36.038268",-20.0,3.0,23.0
"2022-01-29 11:32:39.917806",-20.0,3.0,23.0
"2022-01-29 11:32:43.758394",-19.0,3.0,22.0
"2022-01-29 11:32:47.598547",-18.0,3.0,21.0
"2022-01-29 11:32:51.438536",-18.0,3.0,21.0
"2022-01-29 11:32:55.287838",-17.0,3.0,20.0
"2022-01-29 11:32:59.198413",-17.0,3.0,20.0
"2022-01-29 11:33:03.048305",-18.0,3.0,21.0
"2022-01-29 11:33:06.958725",-18.0,3.0,21.0
"2022-01-29 11:33:10.798170",-18.0,3.0,21.0
"2022-01-29 11:33:14.638413",-17.0,3.0,20.0
"2022-01-29 11:33:18.478403",-16.0,3.0,19.0
"2022-01-29 11:33:22.318408",-16.0,3.0,19.0
"2022-01-29 11:33:26.158540",-15.0,3.0,18.0
"2022-01-29 11:33:29.998409",-15.0,3.0,18.0
"2022-01-29 11:33:33.838290",-15.0,3.0,18.0
"2022-01-29 11:33:37.678562",-16.0,3.0,19.0
"2022-01-29 11:33:41.518403",-16.0,3.0,19.0
"2022-01-29 11:33:45.358412",-16.0,3.0,19.0
"2022-01-29 11:33:49.198409",-17.0,3.0,20.0
"2022-01-29 11:33:53.038348",-17.0,3.0,20.0
"2022-01-29 11:33:56.878551",-17.0,3.0,20.0
"2022-01-29 11:34:00.718491",-18.0,3.0,21.0
"2022-01-29 11:34:04.558405",-17.0,3.0,20.0
"2022-01-29 11:34:08.477797",-17.0,3.0,20.0
"2022-01-29 11:34:12.318413",-17.0,3.0,20.0
"2022-01-29 11:34:16.158534",-17.0,3.0,20.0
"2022-01-29 11:34:19.998404",-17.0,3.0,20.0
"2022-01-29 11:34:23.837788",-18.0,3.0,21.0
"2022-01-29 11:34:27.678399",-19.0,3.0,22.0
"2022-01-29 11:34:31.518413",-19.0,3.0,22.0
"2022-01-29 11:34:35.358403",-19.0,3.0,22.0
"2022-01-29 11:34:39.287798",-19.0,3.0,22.0
"2022-01-29 11:34:43.198411",-20.0,3.0,23.0
"2022-01-29 11:34:47.038410",-20.0,3.0,23.0
"2022-01-29 11:34:50.878677",-21.0,3.0,24.0
"2022-01-29 11:34:54.717966",-21.0,3.0,24.0
"2022-01-29 11:34:58.558402",-21.0,3.0,24.0
"2022-01-29 11:35:02.398488",-21.0,3.0,24.0
"2022-01-29 11:35:06.238408",-21.0,3.0,24.0
"2022-01-29 11:35:10.078939",-21.0,3.0,24.0
"2022-01-29 11:35:13.918473",-20.0,3.0,23.0
"2022-01-29 11:35:17.758406",-20.0,3.0,23.0
"2022-01-29 11:35:21.598414",-19.0,3.0,22.0
"2022-01-29 11:35:25.438537",-19.0,3.0,22.0
"2022-01-29 11:35:29.278399",-19.0,3.0,22.0
"2022-01-29 11:35:33.118400",-19.0,3.0,22.0
"2022-01-29 11:35:36.958280",-19.0,3.0,22.0
"2022-01-29 11:35:40.798397",-18.0,3.0,21.0
"2022-01-29 11:35:44.678485",-17.0,3.0,20.0
"2022-01-29 11:35:48.558442",-16.0,3.0,19.0
"2022-01-29 11:35:52.398401",-16.0,3.0,19.0
"2022-01-29 11:35:56.238407",-16.0,3.0,19.0
"2022-01-29 11:36:00.078712",-17.0,3.0,20.0
"2022-01-29 11:36:03.918516",-18.0,3.0,21.0
"2022-01-29 11:36:07.758009",-18.0,3.0,21.0
"2022-01-29 11:36:11.598418",-18.0,3.0,21.0
"2022-01-29 11:36:15.438394",-18.0,3.0,21.0
"2022-01-29 11:36:19.278394",-18.0,3.0,21.0
"2022-01-29 11:36:23.128151",-18.0,3.0,21.0
"2022-01-29 11:36:27.038479",-18.0,3.0,21.0
"2022-01-29 11:36:30.878422",-18.0,3.0,21.0
"2022-01-29 11:36:34.718422",-18.0,3.0,21.0
"2022-01-29 11:36:38.558279",-18.0,3.0,21.0
"2022-01-29 11:36:42.398409",-18.0,3.0,21.0
"2022-01-29 11:36:46.238406",-17.0,3.0,20.0
"2022-01-29 11:36:50.078402",-18.0,3.0,21.0
"2022-01-29 11:36:53.918471",-18.0,3.0,21.0
"2022-01-29 11:36:57.758402",-18.0,3.0,21.0
"2022-01-29 11:37:01.598401",-18.0,3.0,21.0
"2022-01-29 11:37:05.438608",-17.0,3.0,20.0
"2022-01-29 11:37:09.278454",-17.0,3.0,20.0
"2022-01-29 11:37:13.118404",-16.0,3.0,19.0
"2022-01-29 11:37:16.958402",-17.0,3.0,20.0
"2022-01-29 11:37:20.797780",-17.0,3.0,20.0
"2022-01-29 11:37:24.638481",-18.0,3.0,21.0
"2022-01-29 11:37:28.478403",-18.0,3.0,21.0
"2022-01-29 11:37:32.318401",-19.0,3.0,22.0
"2022-01-29 11:37:36.157795",-19.0,3.0,22.0
"2022-01-29 11:37:39.998418",-19.0,3.0,22.0
"2022-01-29 11:37:43.838557",-19.0,3.0,22.0
"2022-01-29 11:37:47.678398",-18.0,3.0,21.0
"2022-01-29 11:37:51.517785",-17.0,3.0,20.0
"2022-01-29 11:37:55.358409",-16.0,3.0,19.0
"2022-01-29 11:37:59.198399",-16.0,3.0,19.0
"2022-01-29 11:38:03.038398",-15.0,3.0,18.0
"2022-01-29 11:38:06.878200",-15.0,3.0,18.0
"2022-01-29 11:38:10.718399",-15.0,3.0,18.0
"2022-01-29 11:38:14.558429",-14.0,3.0,17.0
"2022-01-29 11:38:18.398402",-14.0,3.0,17.0
"2022-01-29 11:38:22.238429",-13.0,4.0,17.0
"2022-01-29 11:38:26.078695",-13.0,4.0,17.0
"2022-01-29 11:38:29.918541",-12.0,4.0,16.0
"2022-01-29 11:38:33.758396",-11.0,4.0,15.0
"2022-01-29 11:38:37.598400",-10.0,4.0,14.0
"2022-01-29 11:38:41.518398",-10.0,4.0,14.0
"2022-01-29 11:38:45.358443",-11.0,4.0,15.0
"2022-01-29 11:38:49.198361",-12.0,4.0,16.0
"2022-01-29 11:38:53.118418",-14.0,4.0,18.0
"2022-01-29 11:38:56.958406",-16.0,4.0,20.0
"2022-01-29 11:39:00.798405",-17.0,4.0,21.0
"2022-01-29 11:39:04.637779",-17.0,4.0,21.0
"2022-01-29 11:39:08.478407",-17.0,4.0,21.0
"2022-01-29 11:39:12.318400",-18.0,4.0,22.0
"2022-01-29 11:39:16.238398",-18.0,4.0,22.0
"2022-01-29 11:39:20.077779",-17.0,4.0,21.0
"2022-01-29 11:39:23.928405",-17.0,4.0,21.0
"2022-01-29 11:39:27.838406",-16.0,4.0,20.0
"2022-01-29 11:39:31.758402",-15.0,4.0,19.0
"2022-01-29 11:39:35.597788",-14.0,4.0,18.0
"2022-01-29 11:39:39.437819",-13.0,4.0,17.0
"2022-01-29 11:39:43.278402",-13.0,4.0,17.0
"2022-01-29 11:39:47.118412",-13.0,4.0,17.0
"2022-01-29 11:39:50.957838",-13.0,4.0,17.0
"2022-01-29 11:39:54.798412",-13.0,4.0,17.0
"2022-01-29 11:39:58.638404",-13.0,4.0,17.0
"2022-01-29 11:40:02.478407",-14.0,4.0,18.0
"2022-01-29 11:40:06.318620",-14.0,4.0,18.0
"2022-01-29 11:40:10.158402",-14.0,4.0,18.0
"2022-01-29 11:40:13.998570",-15.0,4.0,19.0
"2022-01-29 11:40:17.838386",-15.0,4.0,19.0
"2022-01-29 11:40:21.678404",-15.0,4.0,19.0
"2022-01-29 11:40:25.518407",-14.0,4.0,18.0
"2022-01-29 11:40:29.358408",-14.0,4.0,18.0
"2022-01-29 11:40:33.198283",-14.0,4.0,18.0
"2022-01-29 11:40:37.038644",-13.0,4.0,17.0
"2022-01-29 11:40:40.878493",-13.0,4.0,17.0
"2022-01-29 11:40:44.718402",-12.0,4.0,16.0
"2022-01-29 11:40:48.557773",-12.0,4.0,16.0
"2022-01-29 11:40:52.398456",-12.0,4.0,16.0
"2022-01-29 11:40:56.238409",-12.0,4.0,16.0
"2022-01-29 11:41:00.078404",-12.0,4.0,16.0
"2022-01-29 11:41:03.918304",-12.0,4.0,16.0
"2022-01-29 11:41:07.758396",-12.0,4.0,16.0
"2022-01-29 11:41:11.598967",-12.0,4.0,16.0
"2022-01-29 11:41:15.518393",-12.0,4.0,16.0
"2022-01-29 11:41:19.357832",-12.0,4.0,16.0
"2022-01-29 11:41:23.198404",-12.0,4.0,16.0
"2022-01-29 11:41:27.038869",-13.0,4.0,17.0
"2022-01-29 11:41:30.878519",-13.0,4.0,17.0
"2022-01-29 11:41:34.718456",-13.0,4.0,17.0
"2022-01-29 11:41:38.558398",-12.0,4.0,16.0
"2022-01-29 11:41:42.398404",-12.0,4.0,16.0
"2022-01-29 11:41:46.238406",-12.0,4.0,16.0
"2022-01-29 11:41:50.078387",-13.0,4.0,17.0
"2022-01-29 11:41:53.918271",-13.0,4.0,17.0
"2022-01-29 11:41:57.758394",-13.0,4.0,17.0
"2022-01-29 11:42:01.598413",-13.0,4.0,17.0
"2022-01-29 11:42:05.438399",-12.0,4.0,16.0
"2022-01-29 11:42:09.278393",-12.0,4.0,16.0
"2022-01-29 11:42:13.198414",-11.0,4.0,15.0
"2022-01-29 11:42:17.038290",-11.0,4.0,15.0
"2022-01-29 11:42:20.878967",-11.0,4.0,15.0
"2022-01-29 11:42:24.718453",-10.0,4.0,14.0
"2022-01-29 11:42:28.558395",-11.0,4.0,15.0
"2022-01-29 11:42:32.397783",-11.0,4.0,15.0
"2022-01-29 11:42:36.238423",-11.0,4.0,15.0
"2022-01-29 11:42:40.078407",-11.0,4.0,15.0
"2022-01-29 11:42:43.997788",-12.0,4.0,16.0
"2022-01-29 11:42:47.837775",-12.0,4.0,16.0
"2022-01-29 11:42:51.678402",-12.0,4.0,16.0
"2022-01-29 11:42:55.518410",-12.0,4.0,16.0
"2022-01-29 11:42:59.358404",-12.0,4.0,16.0
"2022-01-29 11:43:03.197809",-11.0,4.0,15.0
"2022-01-29 11:43:07.038627",-11.0,4.0,15.0
"2022-01-29 11:43:10.918704",-10.0,4.0,14.0
"2022-01-29 11:43:14.798460",-10.0,4.0,14.0
"2022-01-29 11:43:18.638960",-10.0,4.0,14.0
"2022-01-29 11:43:22.478406",-11.0,4.0,15.0
"2022-01-29 11:43:26.318401",-12.0,4.0,16.0
"2022-01-29 11:43:30.158442",-11.0,4.0,15.0
"2022-01-29 11:43:33.998282",-11.0,4.0,15.0
"2022-01-29 11:43:37.838393",-11.0,4.0,15.0
"2022-01-29 11:43:41.678289",-10.0,4.0,14.0
"2022-01-29 11:43:45.518414",-10.0,4.0,14.0
"2022-01-29 11:43:49.358404",-9.0,4.0,13.0
"2022-01-29 11:43:53.248269",-10.0,4.0,14.0
"2022-01-29 11:43:57.118458",-11.0,4.0,15.0
"2022-01-29 11:44:00.957782",-12.0,4.0,16.0
"2022-01-29 11:44:04.797779",-13.0,4.0,17.0
"2022-01-29 11:44:08.638403",-13.0,4.0,17.0
"2022-01-29 11:44:12.558399",-12.0,4.0,16.0
"2022-01-29 11:44:16.397783",-12.0,4.0,16.0
"2022-01-29 11:44:20.238408",-12.0,4.0,16.0
"2022-01-29 11:44:24.088417",-12.0,4.0,16.0
"2022-01-29 11:44:27.998398",-13.0,4.0,17.0
"2022-01-29 11:44:31.837795",-13.0,4.0,17.0
"2022-01-29 11:44:35.678414",-13.0,4.0,17.0
"2022-01-29 11:44:39.518437",-12.0,4.0,16.0
"2022-01-29 11:44:43.358401",-12.0,4.0,16.0
"2022-01-29 11:44:47.198128",-11.0,4.0,15.0
"2022-01-29 11:44:51.038418",-10.0,3.0,13.0
"2022-01-29 11:44:54.878400",-10.0,3.0,13.0
"2022-01-29 11:44:58.718405",-10.0,3.0,13.0
"2022-01-29 11:45:02.558233",-10.0,3.0,13.0
"2022-01-29 11:45:06.398397",-10.0,3.0,13.0
"2022-01-29 11:45:10.278411",-11.0,3.0,14.0
"2022-01-29 11:45:14.158402",-11.0,3.0,14.0
"2022-01-29 11:45:17.998401",-11.0,3.0,14.0
"2022-01-29 11:45:21.838473",-11.0,3.0,14.0
"2022-01-29 11:45:25.678418",-11.0,3.0,14.0
"2022-01-29 11:45:29.518390",-11.0,3.0,14.0
"2022-01-29 11:45:33.358460",-11.0,3.0,14.0
"2022-01-29 11:45:37.198534",-11.0,3.0,14.0
"2022-01-29 11:45:41.037808",-11.0,3.0,14.0
"2022-01-29 11:45:44.878444",-12.0,3.0,15.0
"2022-01-29 11:45:48.718407",-12.0,3.0,15.0
"2022-01-29 11:45:52.558426",-12.0,3.0,15.0
"2022-01-29 11:45:56.398481",-13.0,3.0,16.0
"2022-01-29 11:46:00.238399",-13.0,3.0,16.0
"2022-01-29 11:46:04.078396",-13.0,3.0,16.0
"2022-01-29 11:46:07.918400",-12.0,3.0,15.0
"2022-01-29 11:46:11.758411",-12.0,3.0,15.0
"2022-01-29 11:46:15.598533",-11.0,3.0,14.0
"2022-01-29 11:46:19.438464",-11.0,3.0,14.0
"2022-01-29 11:46:23.278406",-12.0,3.0,15.0
"2022-01-29 11:46:27.118395",-12.0,3.0,15.0
"2022-01-29 11:46:30.958406",-11.0,3.0,14.0
"2022-01-29 11:46:34.798408",-11.0,3.0,14.0
"2022-01-29 11:46:38.638424",-11.0,3.0,14.0
"2022-01-29 11:46:42.478417",-11.0,3.0,14.0
"2022-01-29 11:46:46.318486",-10.0,3.0,13.0
"2022-01-29 11:46:50.158535",-10.0,3.0,13.0
"2022-01-29 11:46:53.998571",-10.0,3.0,13.0
"2022-01-29 11:46:57.838399",-11.0,3.0,14.0
"2022-01-29 11:47:01.678394",-11.0,3.0,14.0
"2022-01-29 11:47:05.598446",-12.0,3.0,15.0
"2022-01-29 11:47:09.438543",-13.0,3.0,16.0
"2022-01-29 11:47:13.278391",-13.0,3.0,16.0
"2022-01-29 11:47:17.118406",-13.0,3.0,16.0
"2022-01-29 11:47:20.958384",-12.0,3.0,15.0
"2022-01-29 11:47:24.798387",-12.0,3.0,15.0
"2022-01-29 11:47:28.638391",-12.0,3.0,15.0
"2022-01-29 11:47:32.488155",-12.0,3.0,15.0
"2022-01-29 11:47:36.398395",-12.0,3.0,15.0
"2022-01-29 11:47:40.238550",-12.0,3.0,15.0
"2022-01-29 11:47:44.078397",-13.0,3.0,16.0
"2022-01-29 11:47:47.918398",-13.0,3.0,16.0
"2022-01-29 11:47:51.758403",-14.0,3.0,17.0
"2022-01-29 11:47:55.598406",-14.0,3.0,17.0
"2022-01-29 11:47:59.438445",-14.0,3.0,17.0
"2022-01-29 11:48:03.278423",-14.0,3.0,17.0
"2022-01-29 11:48:07.118391",-14.0,3.0,17.0
"2022-01-29 11:48:10.958405",-14.0,3.0,17.0
"2022-01-29 11:48:14.798398",-14.0,3.0,17.0
"2022-01-29 11:48:18.718421",-13.0,3.0,16.0
"2022-01-29 11:48:22.558159",-13.0,3.0,16.0
"2022-01-29 11:48:26.398399",-13.0,3.0,16.0
"2022-01-29 11:48:30.238412",-13.0,3.0,16.0
"2022-01-29 11:48:34.078406",-12.0,3.0,15.0
"2022-01-29 11:48:37.918426",-12.0,3.0,15.0
"2022-01-29 11:48:41.758401",-12.0,3.0,15.0
"2022-01-29 11:48:45.598407",-12.0,3.0,15.0
"2022-01-29 11:48:49.438439",-12.0,3.0,15.0
"2022-01-29 11:48:53.358468",-12.0,3.0,15.0
"2022-01-29 11:48:57.198398",-12.0,3.0,15.0
"2022-01-29 11:49:01.038394",-11.0,3.0,14.0
"2022-01-29 11:49:04.877875",-11.0,3.0,14.0
"2022-01-29 11:49:08.718511",-11.0,3.0,14.0
"2022-01-29 11:49:12.558546",-11.0,3.0,14.0
"2022-01-29 11:49:16.398394",-11.0,3.0,14.0
"2022-01-29 11:49:20.238393",-11.0,3.0,14.0
"2022-01-29 11:49:24.078397",-11.0,3.0,14.0
"2022-01-29 11:49:27.918408",-11.0,3.0,14.0
"2022-01-29 11:49:31.758435",-12.0,3.0,15.0
"2022-01-29 11:49:35.598386",-13.0,3.0,16.0
"2022-01-29 11:49:39.439579",-13.0,3.0,16.0
"2022-01-29 11:49:43.278597",-13.0,3.0,16.0
"2022-01-29 11:49:47.118486",-14.0,3.0,17.0
"2022-01-29 11:49:50.958399",-14.0,3.0,17.0
"2022-01-29 11:49:54.798410",-16.0,3.0,19.0
"2022-01-29 11:49:58.638553",-17.0,3.0,20.0
"2022-01-29 11:50:02.478304",-18.0,3.0,21.0
"2022-01-29 11:50:06.318416",-18.0,3.0,21.0
"2022-01-29 11:50:10.158388",-18.0,3.0,21.0
"2022-01-29 11:50:14.078527",-17.0,3.0,20.0
"2022-01-29 11:50:17.918399",-17.0,3.0,20.0
"2022-01-29 11:50:21.838398",-16.0,3.0,19.0
"2022-01-29 11:50:25.678395",-16.0,3.0,19.0
"2022-01-29 11:50:29.518258",-15.0,3.0,18.0
"2022-01-29 11:50:33.358407",-14.0,3.0,17.0
"2022-01-29 11:50:37.198387",-13.0,3.0,16.0
"2022-01-29 11:50:41.118412",-13.0,3.0,16.0
"2022-01-29 11:50:44.958394",-13.0,3.0,16.0
"2022-01-29 11:50:48.798408",-14.0,3.0,17.0
"2022-01-29 11:50:52.638394",-15.0,3.0,18.0
"2022-01-29 11:50:56.478639",-16.0,3.0,19.0
"2022-01-29 11:51:00.318546",-15.0,3.0,18.0
"2022-01-29 11:51:04.158408",-14.0,3.0,17.0
"2022-01-29 11:51:07.998402",-13.0,3.0,16.0
"2022-01-29 11:51:11.838897",-13.0,3.0,16.0
"2022-01-29 11:51:15.678499",-13.0,3.0,16.0
"2022-01-29 11:51:19.518547",-13.0,3.0,16.0
"2022-01-29 11:51:23.358403",-14.0,3.0,17.0
"2022-01-29 11:51:27.198406",-14.0,3.0,17.0
"2022-01-29 11:51:31.038412",-13.0,3.0,16.0
"2022-01-29 11:51:34.878549",-13.0,3.0,16.0
"2022-01-29 11:51:38.798402",-12.0,3.0,15.0
"2022-01-29 11:51:42.637819",-13.0,3.0,16.0
"2022-01-29 11:51:46.478283",-13.0,3.0,16.0
"2022-01-29 11:51:50.318408",-13.0,3.0,16.0
"2022-01-29 11:51:54.158408",-13.0,3.0,16.0
"2022-01-29 11:51:57.998405",-13.0,3.0,16.0
"2022-01-29 11:52:01.838539",-13.0,3.0,16.0
"2022-01-29 11:52:05.678401",-13.0,3.0,16.0
"2022-01-29 11:52:09.518470",-13.0,3.0,16.0
"2022-01-29 11:52:13.358404",-13.0,3.0,16.0
"2022-01-29 11:52:17.198407",-14.0,3.0,17.0
"2022-01-29 11:52:21.038412",-13.0,3.0,16.0
"2022-01-29 11:52:24.878425",-13.0,3.0,16.0
"2022-01-29 11:52:28.718395",-12.0,3.0,15.0
"2022-01-29 11:52:32.558158",-12.0,3.0,15.0
"2022-01-29 11:52:36.478832",-13.0,2.0,15.0
"2022-01-29 11:52:40.318402",-13.0,3.0,16.0
"2022-01-29 11:52:44.158404",-13.0,3.0,16.0
"2022-01-29 11:52:47.998403",-13.0,3.0,16.0
"2022-01-29 11:52:51.838477",-12.0,3.0,15.0
"2022-01-29 11:52:55.678400",-12.0,2.0,14.0
"2022-01-29 11:52:59.518335",-12.0,2.0,14.0
"2022-01-29 11:53:03.358402",-13.0,3.0,16.0
"2022-01-29 11:53:07.198635",-13.0,3.0,16.0
"2022-01-29 11:53:11.038422",-13.0,3.0,16.0
"2022-01-29 11:53:14.878394",-13.0,3.0,16.0
"2022-01-29 11:53:18.718393",-13.0,3.0,16.0
"2022-01-29 11:53:22.558414",-13.0,3.0,16.0
"2022-01-29 11:53:26.398402",-13.0,3.0,16.0
"2022-01-29 11:53:30.238791",-14.0,3.0,17.0
"2022-01-29 11:53:34.078533",-14.0,2.0,16.0
"2022-01-29 11:53:37.917782",-14.0,2.0,16.0
"2022-01-29 11:53:41.758427",-15.0,2.0,17.0
"2022-01-29 11:53:45.598405",-15.0,2.0,17.0
"2022-01-29 11:53:49.439059",-15.0,2.0,17.0
"2022-01-29 11:53:53.278228",-15.0,2.0,17.0
"2022-01-29 11:53:57.118414",-14.0,2.0,16.0
"2022-01-29 11:54:00.958420",-14.0,2.0,16.0
"2022-01-29 11:54:04.798407",-14.0,2.0,16.0
"2022-01-29 11:54:08.637856",-14.0,2.0,16.0
"2022-01-29 11:54:12.478396",-14.0,2.0,16.0
"2022-01-29 11:54:16.318415",-13.0,2.0,15.0
"2022-01-29 11:54:20.158398",-14.0,2.0,16.0
"2022-01-29 11:54:23.998311",-14.0,2.0,16.0
"2022-01-29 11:54:27.838393",-14.0,2.0,16.0
"2022-01-29 11:54:31.678398",-14.0,2.0,16.0
"2022-01-29 11:54:35.518868",-14.0,2.0,16.0
"2022-01-29 11:54:39.358483",-13.0,2.0,15.0
"2022-01-29 11:54:43.198408",-13.0,2.0,15.0
"2022-01-29 11:54:47.038395",-14.0,2.0,16.0
"2022-01-29 11:54:50.878625",-14.0,2.0,16.0
"2022-01-29 11:54:54.718398",-13.0,2.0,15.0
"2022-01-29 11:54:58.558412",-13.0,2.0,15.0
"2022-01-29 11:55:02.398409",-13.0,2.0,15.0
"2022-01-29 11:55:06.238887",-13.0,2.0,15.0
"2022-01-29 11:55:10.078401",-13.0,2.0,15.0
"2022-01-29 11:55:13.918274",-13.0,2.0,15.0
"2022-01-29 11:55:17.758397",-13.0,2.0,15.0
"2022-01-29 11:55:21.598453",-13.0,2.0,15.0
"2022-01-29 11:55:25.438400",-13.0,2.0,15.0
"2022-01-29 11:55:29.278438",-12.0,2.0,14.0
"2022-01-29 11:55:33.118400",-12.0,2.0,14.0
"2022-01-29 11:55:36.958407",-12.0,2.0,14.0
"2022-01-29 11:55:40.798388",-12.0,2.0,14.0
"2022-01-29 11:55:44.718501",-13.0,2.0,15.0
