"timestamp","sky","ground","delta"
"2022-01-26 12:12:54.356136",0.0,2.0,2.0
"2022-01-26 12:12:59.236176",0.0,2.0,2.0
"2022-01-26 12:13:04.115929",0.0,2.0,2.0
"2022-01-26 12:13:08.996061",0.0,2.0,2.0
"2022-01-26 12:13:13.876069",0.0,2.0,2.0
"2022-01-26 12:13:18.756049",0.0,2.0,2.0
"2022-01-26 12:13:23.636061",0.0,2.0,2.0
"2022-01-26 12:13:28.516060",0.0,2.0,2.0
"2022-01-26 12:13:33.395457",0.0,2.0,2.0
"2022-01-26 12:13:38.275928",0.0,2.0,2.0
"2022-01-26 12:13:43.156141",0.0,2.0,2.0
"2022-01-26 12:13:48.036071",0.0,2.0,2.0
"2022-01-26 12:13:52.915536",0.0,2.0,2.0
"2022-01-26 12:13:57.796065",0.0,2.0,2.0
"2022-01-26 12:14:02.686065",0.0,2.0,2.0
"2022-01-26 12:14:07.556269",0.0,2.0,2.0
"2022-01-26 12:14:12.435448",0.0,2.0,2.0
"2022-01-26 12:14:17.316066",0.0,2.0,2.0
"2022-01-26 12:14:22.195520",0.0,2.0,2.0
"2022-01-26 12:14:27.076089",0.0,2.0,2.0
"2022-01-26 12:14:31.956062",0.0,2.0,2.0
"2022-01-26 12:14:36.836527",0.0,2.0,2.0
"2022-01-26 12:14:41.716065",-0.0,2.0,2.0
"2022-01-26 12:14:46.596062",-0.0,2.0,2.0
"2022-01-26 12:14:51.476182",-0.0,2.0,2.0
"2022-01-26 12:14:56.356320",-0.0,2.0,2.0
"2022-01-26 12:15:01.236082",-0.0,2.0,2.0
"2022-01-26 12:15:06.116070",-0.0,2.0,2.0
"2022-01-26 12:15:10.996069",-0.0,2.0,2.0
"2022-01-26 12:15:15.876082",-0.0,2.0,2.0
"2022-01-26 12:15:20.756051",-0.0,2.0,2.0
"2022-01-26 12:15:25.636051",-0.0,2.0,2.0
"2022-01-26 12:15:30.516136",-0.0,2.0,2.0
"2022-01-26 12:15:35.396070",-0.0,2.0,2.0
"2022-01-26 12:15:40.276064",0.0,2.0,2.0
"2022-01-26 12:15:45.235741",0.0,2.0,2.0
"2022-01-26 12:15:50.116065",0.0,2.0,2.0
"2022-01-26 12:15:55.035936",0.0,2.0,2.0
"2022-01-26 12:15:59.875639",0.0,2.0,2.0
"2022-01-26 12:16:04.756076",0.0,2.0,2.0
"2022-01-26 12:16:09.645669",0.0,2.0,2.0
"2022-01-26 12:16:14.515784",1.0,2.0,1.0
"2022-01-26 12:16:19.395564",0.0,2.0,2.0
"2022-01-26 12:16:24.275450",0.0,2.0,2.0
"2022-01-26 12:16:29.156060",0.0,2.0,2.0
"2022-01-26 12:16:34.036066",1.0,2.0,1.0
"2022-01-26 12:16:38.915447",1.0,2.0,1.0
"2022-01-26 12:16:43.796064",1.0,2.0,1.0
"2022-01-26 12:16:48.676076",0.0,2.0,2.0
"2022-01-26 12:16:53.556057",1.0,2.0,1.0
"2022-01-26 12:16:58.435490",1.0,2.0,1.0
"2022-01-26 12:17:03.315441",1.0,2.0,1.0
"2022-01-26 12:17:08.196360",1.0,2.0,1.0
"2022-01-26 12:17:13.076061",1.0,2.0,1.0
"2022-01-26 12:17:17.956072",1.0,2.0,1.0
"2022-01-26 12:17:22.836087",1.0,2.0,1.0
"2022-01-26 12:17:27.716077",1.0,2.0,1.0
"2022-01-26 12:17:32.596069",1.0,2.0,1.0
"2022-01-26 12:17:37.475814",1.0,2.0,1.0
"2022-01-26 12:17:42.356072",1.0,2.0,1.0
"2022-01-26 12:17:47.236199",1.0,2.0,1.0
"2022-01-26 12:17:52.116063",1.0,2.0,1.0
"2022-01-26 12:17:56.995555",1.0,2.0,1.0
"2022-01-26 12:18:01.876090",1.0,2.0,1.0
"2022-01-26 12:18:06.764509",1.0,2.0,1.0
"2022-01-26 12:18:11.635454",0.0,2.0,2.0
